	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
GCA_015269725.1_PDT000865964.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3424970	0	121	121	142780	142780	28305	28305	274753	274753	36.8	3.4	87.2	11	3393	1	166	5	0	0	0
GCA_015269755.1_PDT000866013.1	Firmicutes (1)	1349	172	99	98.99	1.01	100.0	2979769	0	80	80	143841	143841	37247	37247	495114	495114	37.4	4.06	88.14	11	2901	1	168	3	0	0	0
GCA_015269775.1_PDT000865961.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2893772	0	32	32	273749	273749	90430	90430	467495	467495	37.6	5.9	88.47	11	2742	1	166	5	0	0	0
GCA_015269795.1_PDT000865962.1	Firmicutes (1)	1349	172	99	98.99	1.52	100.0	3106865	0	53	53	159621	159621	58620	58620	564145	564145	37.3	3.92	88.29	11	3035	1	167	4	0	0	0
GCA_015269815.1_PDT000856223.1	Firmicutes (1)	1349	172	99	98.99	5.09	90.0	3350184	0	143	143	62044	62044	23427	23427	233467	233467	37.2	4.12	87.84	11	3261	1	161	10	0	0	0
GCA_015269835.1_PDT000856209.1	Firmicutes (1)	1349	172	99	98.99	4.04	100.0	2871154	0	137	137	49777	49777	20957	20957	150990	150990	37.7	3.92	88.5	11	2762	1	164	7	0	0	0
GCA_015269845.1_PDT000856214.1	Firmicutes (1)	1349	172	99	98.99	9.09	100.0	2951656	0	80	80	80064	80064	36895	36895	168913	168913	37.6	4.39	88.35	11	2830	1	157	14	0	0	0
GCA_015269875.1_PDT000856222.1	Firmicutes (1)	1349	172	99	98.99	5.05	100.0	2912327	0	111	111	74619	74619	26237	26237	123825	123825	37.6	4.43	88.29	11	2808	1	162	9	0	0	0
GCA_015269895.1_PDT000856227.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3218116	0	147	147	59923	59923	21891	21891	173571	173571	37.3	3.87	88.06	11	3149	1	166	5	0	0	0
GCA_015269915.1_PDT000856238.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3012423	0	212	212	28894	28894	14209	14209	101625	101625	37.5	3.6	88.44	11	2948	1	166	5	0	0	0
GCA_015270135.1_PDT000845059.1	Firmicutes (1)	1349	172	99	98.99	7.07	100.0	3104604	0	118	118	80835	80835	26310	26310	145024	145024	37.3	4.22	88.32	11	3058	1	158	13	0	0	0
GCA_015270155.1_PDT000849486.1	Firmicutes (1)	1349	172	99	98.99	9.09	100.0	2984792	0	70	70	99266	99266	42639	42639	232401	232401	37.6	4.16	88.57	11	2817	1	156	15	0	0	0
GCA_015270165.1_PDT000849488.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2854363	0	46	46	143933	143933	62051	62051	360942	360942	37.5	4.35	88.76	11	2738	1	165	6	0	0	0
GCA_015270195.1_PDT000849468.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2981316	0	48	48	189897	189897	62110	62110	495980	495980	37.3	4.13	88.2	11	2842	1	164	7	0	0	0
GCA_015270215.1_PDT000849485.1	Firmicutes (1)	1349	172	99	98.99	6.06	100.0	2778170	0	48	48	115013	115013	57878	57878	475965	475965	37.6	3.81	88.85	11	2601	1	161	10	0	0	0
GCA_015270235.1_PDT000849467.1	Firmicutes (1)	1349	172	99	98.99	8.08	100.0	2945152	0	24	24	295266	295266	122714	122714	897228	897228	37.4	4.24	87.94	11	2760	1	157	14	0	0	0
GCA_015270255.1_PDT000849458.1	Firmicutes (1)	1349	172	99	98.99	8.08	100.0	3210925	0	90	90	133156	133156	35676	35676	404072	404072	37.2	4.85	87.96	11	3084	1	158	13	0	0	0
GCA_015270275.1_PDT000849457.1	Firmicutes (1)	1349	172	99	98.99	6.1	91.67	3240684	0	61	61	117179	117179	53125	53125	408836	408836	37.2	4.07	88.57	11	3164	1	159	12	0	0	0
GCA_015270295.1_PDT000845064.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2982627	0	136	136	69819	69819	21931	21931	112431	112431	37.5	4.74	88.01	11	2841	1	166	5	0	0	0
GCA_015270315.1_PDT000849451.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	3037555	0	50	50	140393	140393	60751	60751	310818	310818	37.5	4.85	88.57	11	2898	1	165	6	0	0	0
GCA_015270335.1_PDT000845062.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2857917	0	47	47	120924	120924	60806	60806	377745	377745	37.6	3.38	88.94	11	2693	1	164	7	0	0	0
GCA_015270355.1_PDT000845066.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2815947	0	56	56	109408	109408	50284	50284	483362	483362	37.6	4.9	88.48	11	2617	1	164	7	0	0	0
GCA_015270375.1_PDT000839314.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2977936	0	48	48	191577	191577	62040	62040	458274	458274	37.4	4.67	88.57	11	2818	1	165	6	0	0	0
GCA_015270395.1_PDT000849460.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2973053	0	74	74	118376	118376	40176	40176	315257	315257	37.4	4.38	88.33	11	2838	1	164	7	0	0	0
GCA_015270415.1_PDT000845060.1	Firmicutes (1)	1349	172	99	98.99	8.08	100.0	2873508	0	47	47	166381	166381	61138	61138	322739	322739	37.6	4.79	88.88	11	2699	1	158	13	0	0	0
GCA_015270435.1_PDT000845051.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2957535	0	44	44	164505	164505	67216	67216	495611	495611	37.6	4.04	88.54	11	2809	1	166	5	0	0	0
GCA_015270455.1_PDT000839312.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2880881	0	52	52	112305	112305	55401	55401	434691	434691	37.4	3.63	88.22	11	2712	1	166	5	0	0	0
GCA_015270475.1_PDT000839310.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2783718	0	49	49	182873	182873	56810	56810	441450	441450	37.5	4.35	88.98	11	2586	1	165	6	0	0	0
GCA_015270495.1_PDT000839313.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2698311	0	34	34	158517	158517	79362	79362	420418	420418	37.7	3.75	88.88	11	2480	1	166	5	0	0	0
GCA_015270515.1_PDT000839311.1	Firmicutes (1)	1349	172	99	98.99	4.04	100.0	2777697	0	41	41	121089	121089	67748	67748	493483	493483	37.7	4.09	88.75	11	2582	1	164	7	0	0	0
GCA_015270535.1_PDT000839307.1	Firmicutes (1)	1349	172	99	98.99	4.04	100.0	2890899	0	45	45	114746	114746	64242	64242	424027	424027	37.5	4.19	88.57	11	2711	1	163	8	0	0	0
GCA_015270555.1_PDT000839309.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2857112	0	59	59	139841	139841	48425	48425	295278	295278	37.4	5.6	88.4	11	2692	1	166	5	0	0	0
GCA_015270575.1_PDT000839305.1	Firmicutes (1)	1349	172	99	98.99	4.04	100.0	2845224	0	24	24	206266	206266	118551	118551	799648	799648	37.5	4.86	88.81	11	2635	1	164	7	0	0	0
GCA_015270615.1_PDT000839304.1	Firmicutes (1)	1349	172	99	98.99	8.12	93.33	3035478	0	47	47	130470	130470	64584	64584	391882	391882	37.6	4.26	88.49	11	2899	1	156	15	0	0	0
GCA_015270635.1_PDT000839301.1	Firmicutes (1)	1349	172	99	98.99	3.07	87.5	2998019	0	67	67	126965	126965	44746	44746	359783	359783	37.4	4.56	88.35	11	2849	1	163	8	0	0	0
GCA_015270655.1_PDT000845052.1	Firmicutes (1)	1349	172	99	98.99	8.12	93.33	3153681	0	84	84	112010	112010	37543	37543	330023	330023	37.3	4.74	88.3	11	3057	1	156	15	0	0	0
GCA_015270675.1_PDT000856208.1	Firmicutes (1)	1349	172	99	98.99	5.05	100.0	2944881	0	83	83	71546	71546	35480	35480	165421	165421	37.6	3.62	88.63	11	2807	1	162	9	0	0	0
GCA_015270695.1_PDT000856205.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	3202797	0	192	192	37054	37054	16681	16681	124058	124058	37.3	3.74	87.82	11	3125	1	164	7	0	0	0
GCA_015270715.1_PDT000856207.1	Firmicutes (1)	1349	172	99	98.99	1.04	75.0	2843924	0	198	198	33268	33268	14363	14363	127919	127919	37.7	3.53	89.0	11	2717	1	167	4	0	0	0
GCA_015270735.1_PDT000845054.1	Firmicutes (1)	1349	172	99	98.99	9.09	100.0	3181845	0	105	105	123685	123685	30303	30303	259393	259393	37.2	4.59	88.28	11	3112	1	155	16	0	0	0
GCA_015270755.1_PDT000845055.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2824798	0	67	67	138485	138485	42161	42161	352970	352970	37.5	4.94	88.71	11	2705	1	164	7	0	0	0
GCA_015270815.1_PDT000856199.1	Firmicutes (1)	1349	172	99	98.99	4.04	100.0	2917721	0	90	90	85666	85666	32419	32419	200987	200987	37.6	4.31	88.57	11	2771	1	163	8	0	0	0
GCA_015270835.1_PDT000845058.1	Firmicutes (1)	1349	172	99	98.99	4.04	100.0	3145560	0	267	267	24691	24691	11781	11781	133396	133396	37.4	3.86	88.32	11	3084	1	166	0	5	0	0
GCA_015270875.1_PDT000839306.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	3132532	0	109	109	79351	79351	28738	28738	185558	185558	37.3	3.56	88.32	11	3125	1	164	7	0	0	0
GCA_015270895.1_PDT000839302.1	Firmicutes (1)	1349	172	99	98.99	2.06	83.33	3013131	0	93	93	91092	91092	32399	32399	229862	229862	37.4	3.84	88.37	11	2910	1	165	6	0	0	0
GCA_015270915.1_PDT000839308.1	Firmicutes (1)	1349	172	99	98.99	11.11	100.0	3055825	0	51	51	120977	120977	59918	59918	395145	395145	37.4	4.41	88.52	11	2906	1	153	18	0	0	0
GCA_015270935.1_PDT000839300.1	Firmicutes (1)	1349	172	99	98.99	8.08	100.0	3237778	0	92	92	135935	135935	35193	35193	324515	324515	36.8	5.74	87.05	11	3120	1	157	14	0	0	0
GCA_015270955.1_PDT000839299.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	3044885	0	64	64	107642	107642	47576	47576	354828	354828	37.2	4.27	87.63	11	2905	1	164	7	0	0	0
GCA_015270975.1_PDT000839297.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2751733	0	45	45	137575	137575	61149	61149	319293	319293	37.5	4.28	88.67	11	2579	1	164	7	0	0	0
GCA_015270995.1_PDT000839249.1	Firmicutes (1)	1349	172	99	98.99	4.04	100.0	3328866	0	143	143	59784	59784	23278	23278	270770	270770	37.1	5.17	87.5	11	3269	1	164	7	0	0	0
GCA_015271015.1_PDT000839296.1	Firmicutes (1)	1349	172	99	98.99	6.1	95.45	3115856	0	85	85	243491	243491	36657	36657	544576	544576	37.2	4.96	88.15	11	3045	1	163	1	7	0	0
GCA_015271035.1_PDT000839295.1	Firmicutes (1)	1349	172	99	98.99	10.1	100.0	3197192	0	59	59	100982	100982	54189	54189	374655	374655	37.2	5.41	88.3	11	3087	1	158	6	7	0	0
GCA_015271055.1_PDT000839261.1	Firmicutes (1)	1349	172	99	98.99	4.04	100.0	2892396	0	98	98	56515	56515	29514	29514	180940	180940	37.6	3.64	88.64	11	2733	1	164	7	0	0	0
GCA_015271075.1_PDT000839262.1	Firmicutes (1)	1349	172	99	98.99	9.09	100.0	3047789	0	81	81	81275	81275	37627	37627	231179	231179	37.6	4.14	88.64	11	2907	1	158	13	0	0	0
GCA_015271095.1_PDT000839260.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2806723	0	146	146	41940	41940	19224	19224	138915	138915	37.7	3.72	88.88	11	2656	1	166	5	0	0	0
GCA_015271105.1_PDT000839256.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2742927	0	80	80	75240	75240	34286	34286	294407	294407	37.6	4.11	88.96	11	2587	1	166	5	0	0	0
GCA_015271135.1_PDT000839172.1	Firmicutes (1)	1349	172	99	98.99	5.05	100.0	3046770	0	86	86	83506	83506	35427	35427	322531	322531	37.5	4.15	88.48	11	2913	1	162	9	0	0	0
GCA_015271155.1_PDT000839259.1	Firmicutes (1)	1349	172	99	98.99	2.06	83.33	3023974	0	120	120	86141	86141	25199	25199	226381	226381	37.4	4.34	88.04	11	2906	1	165	6	0	0	0
GCA_015271175.1_PDT000839254.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2910046	0	118	118	81193	81193	24661	24661	211330	211330	37.5	5.17	88.28	11	2777	1	164	7	0	0	0
GCA_015271195.1_PDT000839166.1	Firmicutes (1)	1349	172	99	98.99	7.07	100.0	3075350	0	114	114	69110	69110	26976	26976	292980	292980	37.4	4.34	88.72	11	3025	1	159	12	0	0	0
GCA_015271215.1_PDT000839180.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3028383	0	128	128	55337	55337	23659	23659	168237	168237	37.4	3.62	88.56	11	3021	1	166	5	0	0	0
GCA_015271235.1_PDT000839161.1	Firmicutes (1)	1349	172	99	98.99	10.1	100.0	2954151	0	94	94	85302	85302	31427	31427	267493	267493	37.4	4.99	88.63	11	2824	1	155	16	0	0	0
GCA_015271245.1_PDT000839170.1	Firmicutes (1)	1349	172	99	98.99	13.13	100.0	2952426	0	50	50	104340	104340	59048	59048	219381	219381	37.7	3.54	88.78	11	2752	1	151	20	0	0	0
GCA_015271275.1_PDT000839171.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2873090	0	66	66	86808	86808	43531	43531	222737	222737	37.6	3.78	88.82	11	2737	1	164	7	0	0	0
GCA_015271295.1_PDT000836937.1	Firmicutes (1)	1349	172	99	98.99	10.1	100.0	3172448	0	35	35	162366	162366	90641	90641	541026	541026	37.3	4.57	88.32	11	3003	1	155	16	0	0	0
GCA_015271315.1_PDT000834894.1	Firmicutes (1)	1349	172	99	98.99	4.04	100.0	2823196	0	56	56	129256	129256	50414	50414	303244	303244	37.5	3.77	88.84	11	2705	1	164	7	0	0	0
GCA_015271335.1_PDT000834899.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2782148	0	47	47	121076	121076	59194	59194	297833	297833	37.6	4.41	88.97	11	2625	1	164	7	0	0	0
GCA_015271355.1_PDT000834893.1	Firmicutes (1)	1349	172	99	98.99	2.06	83.33	2929768	0	157	157	38160	38160	18660	18660	100803	100803	37.5	3.32	88.87	11	2824	1	165	6	0	0	0
GCA_015271375.1_PDT000834891.1	Firmicutes (1)	1349	172	99	98.99	6.06	100.0	2985523	0	65	65	118782	118782	45931	45931	277197	277197	37.4	5.25	88.44	11	2848	1	164	0	7	0	0
GCA_015271395.1_PDT000834890.1	Firmicutes (1)	1349	172	99	98.99	2.06	83.33	2970743	0	116	116	71083	71083	25609	25609	357448	357448	37.5	4.4	88.66	11	2843	1	165	6	0	0	0
GCA_015271415.1_PDT000834889.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2866502	0	49	49	121886	121886	58500	58500	351162	351162	37.6	4.65	88.62	11	2685	1	166	5	0	0	0
GCA_015271435.1_PDT000834886.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	3237537	0	115	115	113082	113082	28152	28152	273360	273360	37.1	5.72	87.25	11	3125	1	164	7	0	0	0
GCA_015271455.1_PDT000834887.1	Firmicutes (1)	1349	172	99	98.99	4.04	100.0	3183183	0	130	130	102320	102320	24486	24486	292077	292077	37.1	4.51	87.29	11	3102	1	166	0	5	0	0
GCA_015271475.1_PDT000834885.1	Firmicutes (1)	1349	172	99	98.99	3.07	87.5	3044013	0	56	56	218073	218073	54357	54357	441230	441230	37.2	4.54	88.37	11	2916	1	163	8	0	0	0
GCA_015271495.1_PDT000834882.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2772972	0	69	69	78766	78766	40188	40188	218482	218482	37.6	4.17	88.56	11	2568	1	166	5	0	0	0
GCA_015271515.1_PDT000834710.1	Firmicutes (1)	1349	172	99	98.99	6.06	100.0	3196731	0	159	159	68538	68538	20105	20105	180801	180801	37.2	4.4	88.22	11	3084	1	160	11	0	0	0
GCA_015271615.1_PDT000834627.1	Firmicutes (1)	1349	172	99	98.99	4.08	88.89	3004268	0	54	54	150825	150825	55634	55634	247442	247442	37.4	4.67	88.48	11	2846	1	162	9	0	0	0
GCA_015271635.1_PDT000834883.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2845545	0	29	29	286385	286385	98122	98122	920990	920990	37.5	6.09	88.59	11	2666	1	164	7	0	0	0
GCA_015271675.1_PDT000834629.1	Firmicutes (1)	1349	172	99	98.99	8.08	100.0	3350936	0	140	140	80352	80352	23935	23935	266913	266913	37.0	5.38	87.46	11	3268	1	157	14	0	0	0
GCA_015271695.1_PDT000834631.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2712532	0	72	72	96329	96329	37674	37674	188274	188274	37.7	4.11	88.9	11	2527	1	166	5	0	0	0
GCA_015271715.1_PDT000834694.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3228229	0	138	138	64900	64900	23392	23392	196487	196487	37.1	4.73	87.56	11	3132	1	166	5	0	0	0
GCA_015271755.1_PDT000834701.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2760505	0	43	43	156972	156972	64197	64197	339695	339695	37.6	4.85	88.45	11	2572	1	164	7	0	0	0
GCA_015271775.1_PDT000834703.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3146746	0	79	79	119963	119963	39832	39832	303281	303281	37.1	4.39	87.82	11	3028	1	166	5	0	0	0
GCA_015271805.1_PDT000834706.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	3242640	0	191	191	50477	50477	16977	16977	210473	210473	37.1	5.14	87.61	11	3187	1	164	7	0	0	0
GCA_015271855.1_PDT000834700.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2808111	0	81	81	84568	84568	34668	34668	230170	230170	37.6	4.58	88.66	11	2647	1	166	5	0	0	0
GCA_015271895.1_PDT000827442.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2931204	0	104	104	52819	52819	28184	28184	208977	208977	37.4	4.36	88.19	11	2807	1	164	7	0	0	0
GCA_015271935.1_PDT000834626.1	Firmicutes (1)	1349	172	99	98.99	2.06	83.33	2942228	0	100	100	72023	72023	29422	29422	195132	195132	37.4	4.51	88.57	11	2832	1	165	6	0	0	0
GCA_015271955.1_PDT000827430.1	Firmicutes (1)	1349	172	99	98.99	6.1	91.67	2870990	0	64	64	110780	110780	44859	44859	225970	225970	37.5	3.32	88.75	11	2708	1	159	12	0	0	0
GCA_015271975.1_PDT000827440.1	Firmicutes (1)	1349	172	99	98.99	4.04	100.0	2784720	0	46	46	114035	114035	60537	60537	387104	387104	37.6	4.26	88.84	11	2609	1	163	8	0	0	0
GCA_015271995.1_PDT000827438.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2984466	0	124	124	67353	67353	24068	24068	358836	358836	37.5	3.95	88.28	11	2886	1	166	5	0	0	0
GCA_015272015.1_PDT000827439.1	Firmicutes (1)	1349	172	99	98.99	5.05	100.0	3286814	0	106	106	140140	140140	31007	31007	371666	371666	37.0	5.36	87.34	11	3181	1	162	9	0	0	0
GCA_015272035.1_PDT000827437.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2903988	0	79	79	86757	86757	36759	36759	234604	234604	37.3	5.25	88.33	11	2757	1	166	5	0	0	0
GCA_015272055.1_PDT000827441.1	Firmicutes (1)	1349	172	99	98.99	7.07	100.0	3129281	0	142	142	61780	61780	22037	22037	182565	182565	37.1	5.05	87.57	11	3026	1	162	4	5	0	0
GCA_015272075.1_PDT000827436.1	Firmicutes (1)	1349	172	99	98.99	6.06	100.0	3069036	0	76	76	138453	138453	40382	40382	334306	334306	37.3	3.87	88.03	11	2933	1	161	10	0	0	0
GCA_015272095.1_PDT000827429.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3020430	0	133	133	59730	59730	22710	22710	144864	144864	37.3	4.69	88.35	11	2917	1	166	5	0	0	0
GCA_015272115.1_PDT000827431.1	Firmicutes (1)	1349	172	99	98.99	6.1	94.74	2865138	0	89	89	98655	98655	32192	32192	317323	317323	37.4	4.38	88.36	11	2703	1	164	1	6	0	0
GCA_015272135.1_PDT000827428.1	Firmicutes (1)	1349	172	99	98.99	2.06	83.33	2919696	0	101	101	65978	65978	28907	28907	129037	129037	37.4	3.46	88.58	11	2766	1	165	6	0	0	0
GCA_015291005.1_PDT000820631.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	2867464	0	52	52	153281	153281	55143	55143	383943	383943	37.5	4.46	88.17	11	2795	1	164	7	0	0	0
GCA_015291025.1_PDT000820636.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	3048554	0	136	136	69612	69612	22415	22415	198332	198332	37.4	4.74	88.38	11	2967	1	164	7	0	0	0
GCA_015291045.1_PDT000820637.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3119135	0	62	62	127677	127677	50308	50308	442961	442961	37.2	3.91	87.85	11	3044	1	166	5	0	0	0
GCA_015291065.1_PDT000820632.1	Firmicutes (1)	1349	172	99	98.99	1.01	100.0	2908053	0	138	138	64830	64830	21072	21072	257050	257050	37.4	3.63	88.82	11	2789	1	168	3	0	0	0
GCA_015291125.1_PDT000820629.1	Firmicutes (1)	1349	172	99	98.99	0.67	100.0	3202015	0	58	58	190342	190342	55207	55207	286487	286487	37.0	4.64	88.28	11	3054	1	170	0	1	0	0
GCA_015291145.1_PDT000820627.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3097247	0	38	38	199266	199266	81506	81506	384339	384339	37.3	4.54	88.23	11	2949	1	166	5	0	0	0
GCA_015291165.1_PDT000820633.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2927128	0	23	23	242129	242129	127266	127266	685327	685327	37.4	4.76	88.36	11	2727	1	166	5	0	0	0
GCA_015291185.1_PDT000820624.1	Firmicutes (1)	1349	172	99	98.99	1.52	100.0	2969667	0	88	88	101199	101199	33746	33746	279139	279139	37.3	4.28	87.68	11	2876	1	167	4	0	0	0
GCA_015291205.1_PDT000820630.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	3057894	0	37	37	363662	363662	82645	82645	878405	878405	37.3	4.34	88.34	11	2954	1	164	7	0	0	0
GCA_015291225.1_PDT000820638.1	Firmicutes (1)	1349	172	99	98.99	1.52	100.0	3088843	0	130	130	64825	64825	23760	23760	296432	296432	37.1	4.24	87.75	11	3033	1	167	4	0	0	0
GCA_015291245.1_PDT000820626.1	Firmicutes (1)	1349	172	99	98.99	11.11	100.0	3257823	0	25	25	468714	468714	130312	130312	703493	703493	37.4	5.14	88.26	11	3106	1	154	17	0	0	0
GCA_015291265.1_PDT000816205.1	Firmicutes (1)	1349	172	99	98.99	6.06	100.0	2911039	0	44	44	117339	117339	66159	66159	354137	354137	37.5	4.28	88.47	11	2750	1	160	11	0	0	0
GCA_015291345.1_PDT000820625.1	Firmicutes (1)	1349	172	99	98.99	0.0	0.0	2956814	0	63	63	135547	135547	46933	46933	527045	527045	37.3	4.48	87.83	11	2842	1	171	0	0	0	0
GCA_015291365.1_PDT000810208.1	Firmicutes (1)	1349	172	99	98.99	3.03	100.0	3097265	0	109	109	57652	57652	28415	28415	270141	270141	37.3	4.22	87.99	11	2986	1	164	7	0	0	0
GCA_015291385.1_PDT000810205.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3103732	0	213	213	33085	33085	14571	14571	124688	124688	37.4	3.94	88.18	11	3109	1	166	5	0	0	0
GCA_015291405.1_PDT000810206.1	Firmicutes (1)	1349	172	99	98.99	3.07	85.71	3228013	0	167	167	50804	50804	19329	19329	157266	157266	37.3	3.21	87.89	11	3231	1	164	7	0	0	0
GCA_015291415.1_PDT000810187.1	Firmicutes (1)	1349	172	99	98.99	7.07	100.0	2820505	0	31	31	195820	195820	90984	90984	426990	426990	37.6	5.23	88.74	11	2606	1	159	12	0	0	0
GCA_015291445.1_PDT000810177.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2823263	0	59	59	91004	91004	47851	47851	274245	274245	37.6	4.02	88.78	11	2664	1	166	5	0	0	0
GCA_015291465.1_PDT000810183.1	Firmicutes (1)	1349	172	99	98.99	7.11	92.31	2943540	0	60	60	194233	194233	49059	49059	461391	461391	37.6	4.29	88.32	11	2763	1	158	13	0	0	0
GCA_015291485.1_PDT000810195.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	3234295	0	252	252	34595	34595	12834	12834	114986	114986	37.0	4.5	87.63	11	3204	1	166	5	0	0	0
GCA_015291505.1_PDT000810184.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2952863	0	168	168	40395	40395	17576	17576	96285	96285	37.5	3.24	88.24	11	2904	1	166	5	0	0	0
GCA_015291525.1_PDT000810185.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2868461	0	65	65	121255	121255	44130	44130	407134	407134	37.5	4.81	88.51	11	2703	1	166	5	0	0	0
GCA_015291545.1_PDT000810180.1	Firmicutes (1)	1349	172	99	98.99	2.02	100.0	2765746	0	76	76	65806	65806	36391	36391	254234	254234	37.6	4.0	88.79	11	2609	1	166	5	0	0	0
GCA_015291585.1_PDT000810176.1	Firmicutes (1)	1349	172	99	98.99	3.07	87.5	3170823	0	92	92	94327	94327	34465	34465	296176	296176	37.3	4.09	87.91	11	3056	1	163	8	0	0	0
GCA_015291605.1_PDT000810188.1	Firmicutes (1)	1349	172	99	98.99	0.67	100.0	2994325	0	176	176	37903	37903	17013	17013	115279	115279	37.5	3.47	88.5	11	2912	1	169	2	0	0	0
GCA_015291965.1_PDT000806867.1	Firmicutes (1)	1349	172	99	98.99	7.07	100.0	3072844	0	36	36	258795	258795	85356	85356	759119	759119	37.4	5.52	88.42	11	2919	1	160	11	0	0	0
GCA_015292005.1_PDT000802177.1	Firmicutes (1)	1349	172	99	98.99	9.09	100.0	2988339	0	45	45	207038	207038	66407	66407	327473	327473	37.4	3.89	88.49	11	2823	1	156	15	0	0	0
GCA_015292025.1_PDT000802180.1	Firmicutes (1)	1349	172	99	98.99	4.08	88.89	3042274	0	90	90	101156	101156	33803	33803	235782	235782	37.4	3.93	88.32	11	2923	1	162	9	0	0	0
GCA_015292045.1_PDT000806869.1	Firmicutes (1)	1349	172	99	98.99	5.05	100.0	3103371	0	41	41	195385	195385	75691	75691	414641	414641	37.3	4.96	88.43	11	2947	1	162	9	0	0	0
GCA_015292065.1_PDT000806772.1	Firmicutes (1)	1349	172	99	98.99	4.04	100.0	2903402	0	47	47	189334	189334	61774	61774	624770	624770	37.5	5.14	88.01	11	2778	1	164	7	0	0	0
GCA_015292085.1_PDT000806864.1	Firmicutes (1)	1349	172	99	98.99	6.1	90.91	3022403	0	90	90	82831	82831	33582	33582	295340	295340	37.5	3.98	88.46	11	2863	1	160	11	0	0	0
GCA_015292105.1_PDT000802178.1	Firmicutes (1)	1349	172	99	98.99	5.05	100.0	3286541	0	95	95	101294	101294	34595	34595	275184	275184	37.0	4.5	87.26	11	3206	1	151	20	0	0	0
GCA_015292125.1_PDT000806862.1	Firmicutes (1)	1349	172	99	98.99	7.07	100.0	2791817	0	53	53	204955	204955	52675	52675	475608	475608	37.5	5.08	88.75	11	2644	1	159	12	0	0	0
GCA_015292145.1_PDT000806861.1	Firmicutes (1)	1349	172	99	98.99	4.08	87.5	3091888	0	72	72	98227	98227	42942	42942	238508	238508	37.3	4.86	88.22	11	2951	1	163	8	0	0	0
